ACTION_OCCURRENCE_ID|ADDS_TO_BUDGET|ASSIGN_WORK_MEASURE_ID|ASSIGNMENT_ID|BUSINESS_GROUP_ID|EFFECTIVE_START_DATE|EFFECTIVE_END_DATE|UNIT|VALUE|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
|Y|ASG_FTE_PKTGA310|ASSIGKTGA310|188772AEC11AAD11E053A647660A0CF2|2003-02-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA309|ASSIGKTGA309|188772AEC11AAD11E053A647660A0CF2|2003-02-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA311|ASSIGKTGA311|188772AEC11AAD11E053A647660A0CF2|2003-02-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG564|ASSIGKTG564|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG565|ASSIGKTG565|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG566|ASSIGKTG566|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG567|ASSIGKTG567|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG568|ASSIGKTG568|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG569|ASSIGKTG569|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG570|ASSIGKTG570|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA313|ASSIGKTGA313|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA314|ASSIGKTGA314|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA315|ASSIGKTGA315|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA316|ASSIGKTGA316|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA317|ASSIGKTGA317|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA318|ASSIGKTGA318|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA319|ASSIGKTGA319|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA320|ASSIGKTGA320|188772AEC11AAD11E053A647660A0CF2|2003-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA322|ASSIGKTGA322|188772AEC11AAD11E053A647660A0CF2|2003-03-18|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG571|ASSIGKTG571|188772AEC11AAD11E053A647660A0CF2|2003-03-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA321|ASSIGKTGA321|188772AEC11AAD11E053A647660A0CF2|2003-03-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG444|ASSIGKTG444|188772AEC11AAD11E053A647660A0CF2|2003-03-28|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG445|ASSIGKTG445|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG446|ASSIGKTG446|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG572|ASSIGKTG572|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG573|ASSIGKTG573|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG574|ASSIGKTG574|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG575|ASSIGKTG575|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG576|ASSIGKTG576|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG577|ASSIGKTG577|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG578|ASSIGKTG578|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG579|ASSIGKTG579|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG580|ASSIGKTG580|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG581|ASSIGKTG581|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG582|ASSIGKTG582|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG583|ASSIGKTG583|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG584|ASSIGKTG584|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG585|ASSIGKTG585|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG586|ASSIGKTG586|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG587|ASSIGKTG587|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG588|ASSIGKTG588|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG589|ASSIGKTG589|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG590|ASSIGKTG590|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG591|ASSIGKTG591|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG592|ASSIGKTG592|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG593|ASSIGKTG593|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG594|ASSIGKTG594|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG596|ASSIGKTG596|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG600|ASSIGKTG600|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG602|ASSIGKTG602|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG605|ASSIGKTG605|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG606|ASSIGKTG606|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA324|ASSIGKTGA324|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA336|ASSIGKTGA336|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA337|ASSIGKTGA337|188772AEC11AAD11E053A647660A0CF2|2003-04-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA330|ASSIGKTGA330|188772AEC11AAD11E053A647660A0CF2|2003-04-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG597|ASSIGKTG597|188772AEC11AAD11E053A647660A0CF2|2003-04-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG598|ASSIGKTG598|188772AEC11AAD11E053A647660A0CF2|2003-04-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG599|ASSIGKTG599|188772AEC11AAD11E053A647660A0CF2|2003-04-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG601|ASSIGKTG601|188772AEC11AAD11E053A647660A0CF2|2003-04-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG603|ASSIGKTG603|188772AEC11AAD11E053A647660A0CF2|2003-04-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG604|ASSIGKTG604|188772AEC11AAD11E053A647660A0CF2|2003-04-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA325|ASSIGKTGA325|188772AEC11AAD11E053A647660A0CF2|2003-04-08|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG595|ASSIGKTG595|188772AEC11AAD11E053A647660A0CF2|2003-04-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG607|ASSIGKTG607|188772AEC11AAD11E053A647660A0CF2|2003-04-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG608|ASSIGKTG608|188772AEC11AAD11E053A647660A0CF2|2003-04-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA326|ASSIGKTGA326|188772AEC11AAD11E053A647660A0CF2|2003-04-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA328|ASSIGKTGA328|188772AEC11AAD11E053A647660A0CF2|2003-04-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA332|ASSIGKTGA332|188772AEC11AAD11E053A647660A0CF2|2003-04-16|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA327|ASSIGKTGA327|188772AEC11AAD11E053A647660A0CF2|2003-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA331|ASSIGKTGA331|188772AEC11AAD11E053A647660A0CF2|2003-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA333|ASSIGKTGA333|188772AEC11AAD11E053A647660A0CF2|2003-04-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA334|ASSIGKTGA334|188772AEC11AAD11E053A647660A0CF2|2003-04-28|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA335|ASSIGKTGA335|188772AEC11AAD11E053A647660A0CF2|2003-05-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA338|ASSIGKTGA338|188772AEC11AAD11E053A647660A0CF2|2003-05-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA339|ASSIGKTGA339|188772AEC11AAD11E053A647660A0CF2|2003-05-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA340|ASSIGKTGA340|188772AEC11AAD11E053A647660A0CF2|2003-05-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG609|ASSIGKTG609|188772AEC11AAD11E053A647660A0CF2|2003-05-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG610|ASSIGKTG610|188772AEC11AAD11E053A647660A0CF2|2003-05-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG611|ASSIGKTG611|188772AEC11AAD11E053A647660A0CF2|2003-05-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG612|ASSIGKTG612|188772AEC11AAD11E053A647660A0CF2|2003-05-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG613|ASSIGKTG613|188772AEC11AAD11E053A647660A0CF2|2003-05-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA343|ASSIGKTGA343|188772AEC11AAD11E053A647660A0CF2|2003-05-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA342|ASSIGKTGA342|188772AEC11AAD11E053A647660A0CF2|2003-05-28|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG614|ASSIGKTG614|188772AEC11AAD11E053A647660A0CF2|2003-05-29|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG617|ASSIGKTG617|188772AEC11AAD11E053A647660A0CF2|2003-05-29|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA344|ASSIGKTGA344|188772AEC11AAD11E053A647660A0CF2|2003-06-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA345|ASSIGKTGA345|188772AEC11AAD11E053A647660A0CF2|2003-06-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA360|ASSIGKTGA360|188772AEC11AAD11E053A647660A0CF2|2003-06-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG615|ASSIGKTG615|188772AEC11AAD11E053A647660A0CF2|2003-06-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG616|ASSIGKTG616|188772AEC11AAD11E053A647660A0CF2|2003-06-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA346|ASSIGKTGA346|188772AEC11AAD11E053A647660A0CF2|2003-06-16|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA347|ASSIGKTGA347|188772AEC11AAD11E053A647660A0CF2|2003-06-16|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG618|ASSIGKTG618|188772AEC11AAD11E053A647660A0CF2|2003-06-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA349|ASSIGKTGA349|188772AEC11AAD11E053A647660A0CF2|2003-06-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA348|ASSIGKTGA348|188772AEC11AAD11E053A647660A0CF2|2003-06-23|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG619|ASSIGKTG619|188772AEC11AAD11E053A647660A0CF2|2003-06-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA350|ASSIGKTGA350|188772AEC11AAD11E053A647660A0CF2|2003-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA351|ASSIGKTGA351|188772AEC11AAD11E053A647660A0CF2|2003-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA353|ASSIGKTGA353|188772AEC11AAD11E053A647660A0CF2|2003-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA354|ASSIGKTGA354|188772AEC11AAD11E053A647660A0CF2|2003-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA352|ASSIGKTGA352|188772AEC11AAD11E053A647660A0CF2|2003-07-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG620|ASSIGKTG620|188772AEC11AAD11E053A647660A0CF2|2003-07-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG621|ASSIGKTG621|188772AEC11AAD11E053A647660A0CF2|2003-07-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA359|ASSIGKTGA359|188772AEC11AAD11E053A647660A0CF2|2003-07-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA355|ASSIGKTGA355|188772AEC11AAD11E053A647660A0CF2|2003-07-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA357|ASSIGKTGA357|188772AEC11AAD11E053A647660A0CF2|2003-07-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA358|ASSIGKTGA358|188772AEC11AAD11E053A647660A0CF2|2003-07-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA361|ASSIGKTGA361|188772AEC11AAD11E053A647660A0CF2|2003-07-23|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA362|ASSIGKTGA362|188772AEC11AAD11E053A647660A0CF2|2003-07-23|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG622|ASSIGKTG622|188772AEC11AAD11E053A647660A0CF2|2003-07-28|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG623|ASSIGKTG623|188772AEC11AAD11E053A647660A0CF2|2003-07-28|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG624|ASSIGKTG624|188772AEC11AAD11E053A647660A0CF2|2003-08-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA363|ASSIGKTGA363|188772AEC11AAD11E053A647660A0CF2|2003-08-11|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA364|ASSIGKTGA364|188772AEC11AAD11E053A647660A0CF2|2003-08-11|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA368|ASSIGKTGA368|188772AEC11AAD11E053A647660A0CF2|2003-08-14|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA366|ASSIGKTGA366|188772AEC11AAD11E053A647660A0CF2|2003-08-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG625|ASSIGKTG625|188772AEC11AAD11E053A647660A0CF2|2003-08-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA365|ASSIGKTGA365|188772AEC11AAD11E053A647660A0CF2|2003-08-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG626|ASSIGKTG626|188772AEC11AAD11E053A647660A0CF2|2003-08-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG627|ASSIGKTG627|188772AEC11AAD11E053A647660A0CF2|2003-08-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG628|ASSIGKTG628|188772AEC11AAD11E053A647660A0CF2|2003-08-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG629|ASSIGKTG629|188772AEC11AAD11E053A647660A0CF2|2003-08-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG630|ASSIGKTG630|188772AEC11AAD11E053A647660A0CF2|2003-08-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA367|ASSIGKTGA367|188772AEC11AAD11E053A647660A0CF2|2003-08-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG631|ASSIGKTG631|188772AEC11AAD11E053A647660A0CF2|2003-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG632|ASSIGKTG632|188772AEC11AAD11E053A647660A0CF2|2003-09-08|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA369|ASSIGKTGA369|188772AEC11AAD11E053A647660A0CF2|2003-09-08|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG633|ASSIGKTG633|188772AEC11AAD11E053A647660A0CF2|2003-09-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG634|ASSIGKTG634|188772AEC11AAD11E053A647660A0CF2|2003-09-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA370|ASSIGKTGA370|188772AEC11AAD11E053A647660A0CF2|2003-09-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA371|ASSIGKTGA371|188772AEC11AAD11E053A647660A0CF2|2003-09-16|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG635|ASSIGKTG635|188772AEC11AAD11E053A647660A0CF2|2003-09-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG636|ASSIGKTG636|188772AEC11AAD11E053A647660A0CF2|2003-09-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA372|ASSIGKTGA372|188772AEC11AAD11E053A647660A0CF2|2003-09-22|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG637|ASSIGKTG637|188772AEC11AAD11E053A647660A0CF2|2003-10-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG638|ASSIGKTG638|188772AEC11AAD11E053A647660A0CF2|2003-10-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA373|ASSIGKTGA373|188772AEC11AAD11E053A647660A0CF2|2003-10-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG639|ASSIGKTG639|188772AEC11AAD11E053A647660A0CF2|2003-10-08|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG640|ASSIGKTG640|188772AEC11AAD11E053A647660A0CF2|2003-10-13|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA374|ASSIGKTGA374|188772AEC11AAD11E053A647660A0CF2|2003-10-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA375|ASSIGKTGA375|188772AEC11AAD11E053A647660A0CF2|2003-10-15|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG641|ASSIGKTG641|188772AEC11AAD11E053A647660A0CF2|2003-10-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG642|ASSIGKTG642|188772AEC11AAD11E053A647660A0CF2|2003-10-17|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG643|ASSIGKTG643|188772AEC11AAD11E053A647660A0CF2|2003-10-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG644|ASSIGKTG644|188772AEC11AAD11E053A647660A0CF2|2003-10-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG645|ASSIGKTG645|188772AEC11AAD11E053A647660A0CF2|2003-10-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG646|ASSIGKTG646|188772AEC11AAD11E053A647660A0CF2|2003-10-24|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG648|ASSIGKTG648|188772AEC11AAD11E053A647660A0CF2|2003-10-28|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG649|ASSIGKTG649|188772AEC11AAD11E053A647660A0CF2|2003-10-29|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG650|ASSIGKTG650|188772AEC11AAD11E053A647660A0CF2|2003-10-29|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG651|ASSIGKTG651|188772AEC11AAD11E053A647660A0CF2|2003-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA376|ASSIGKTGA376|188772AEC11AAD11E053A647660A0CF2|2003-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG652|ASSIGKTG652|188772AEC11AAD11E053A647660A0CF2|2003-11-21|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG653|ASSIGKTG653|188772AEC11AAD11E053A647660A0CF2|2003-12-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA379|ASSIGKTGA379|188772AEC11AAD11E053A647660A0CF2|2004-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA380|ASSIGKTGA380|188772AEC11AAD11E053A647660A0CF2|2004-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA377|ASSIGKTGA377|188772AEC11AAD11E053A647660A0CF2|2004-01-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA383|ASSIGKTGA383|188772AEC11AAD11E053A647660A0CF2|2004-01-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA385|ASSIGKTGA385|188772AEC11AAD11E053A647660A0CF2|2004-01-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG654|ASSIGKTG654|188772AEC11AAD11E053A647660A0CF2|2004-01-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG655|ASSIGKTG655|188772AEC11AAD11E053A647660A0CF2|2004-01-07|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA382|ASSIGKTGA382|188772AEC11AAD11E053A647660A0CF2|2004-01-12|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG659|ASSIGKTG659|188772AEC11AAD11E053A647660A0CF2|2004-01-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG660|ASSIGKTG660|188772AEC11AAD11E053A647660A0CF2|2004-01-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG661|ASSIGKTG661|188772AEC11AAD11E053A647660A0CF2|2004-01-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG662|ASSIGKTG662|188772AEC11AAD11E053A647660A0CF2|2004-01-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG663|ASSIGKTG663|188772AEC11AAD11E053A647660A0CF2|2004-01-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG657|ASSIGKTG657|188772AEC11AAD11E053A647660A0CF2|2004-01-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG658|ASSIGKTG658|188772AEC11AAD11E053A647660A0CF2|2004-01-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA381|ASSIGKTGA381|188772AEC11AAD11E053A647660A0CF2|2004-01-19|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG656|ASSIGKTG656|188772AEC11AAD11E053A647660A0CF2|2004-01-20|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG664|ASSIGKTG664|188772AEC11AAD11E053A647660A0CF2|2004-01-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG665|ASSIGKTG665|188772AEC11AAD11E053A647660A0CF2|2004-01-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG666|ASSIGKTG666|188772AEC11AAD11E053A647660A0CF2|2004-01-26|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG667|ASSIGKTG667|188772AEC11AAD11E053A647660A0CF2|2004-01-30|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG670|ASSIGKTG670|188772AEC11AAD11E053A647660A0CF2|2004-02-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG668|ASSIGKTG668|188772AEC11AAD11E053A647660A0CF2|2004-02-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG669|ASSIGKTG669|188772AEC11AAD11E053A647660A0CF2|2004-02-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG671|ASSIGKTG671|188772AEC11AAD11E053A647660A0CF2|2004-02-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG672|ASSIGKTG672|188772AEC11AAD11E053A647660A0CF2|2004-02-06|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG673|ASSIGKTG673|188772AEC11AAD11E053A647660A0CF2|2004-02-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG674|ASSIGKTG674|188772AEC11AAD11E053A647660A0CF2|2004-02-09|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA384|ASSIGKTGA384|188772AEC11AAD11E053A647660A0CF2|2004-02-10|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA386|ASSIGKTGA386|188772AEC11AAD11E053A647660A0CF2|2004-02-25|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA387|ASSIGKTGA387|188772AEC11AAD11E053A647660A0CF2|2004-02-25|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG675|ASSIGKTG675|188772AEC11AAD11E053A647660A0CF2|2004-02-27|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2008|ASSIGKTGA2008|188772AEC11AAD11E053A647660A0CF2|2004-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2009|ASSIGKTGA2009|188772AEC11AAD11E053A647660A0CF2|2004-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG676|ASSIGKTG676|188772AEC11AAD11E053A647660A0CF2|2004-03-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG677|ASSIGKTG677|188772AEC11AAD11E053A647660A0CF2|2004-03-02|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG678|ASSIGKTG678|188772AEC11AAD11E053A647660A0CF2|2004-03-03|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTG679|ASSIGKTG679|188772AEC11AAD11E053A647660A0CF2|2004-03-04|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA1991|ASSIGKTGA1991|188772AEC11AAD11E053A647660A0CF2|2004-03-18|4712-12-31|FTE|1||
|Y|ASG_FTE_PKTGA2001|ASSIGKTGA2001|188772AEC11AAD11E053A647660A0CF2|2004-03-23|4712-12-31|FTE|1||
